NAME,COUNTRY,CITY,POSTALCODE,WEBSITE,CONTACT_NAME,POSITION
SANDOS Hotels & Resorts,Spain,Marratxi /Mallorca,07141,https://navigate.itb.com/company/SANDOS-Hotels-Resorts--1035721,Aixa Iglesias Coma,Directora Comercial
SANDY BEACH HOTEL,Cyprus,LARNACA,7081,https://navigate.itb.com/company/SANDY-BEACH-HOTEL--1208027,JOANNA FLORENTIADOU,GENERAL MANAGER
Sani/Ikos Group Germany Gmbh,Germany,München,80636,https://navigate.itb.com/company/Sani/Ikos-Group-Germany-Gmbh--1216695,Tobias Pflantz,Acting Regional Director Sales & Marketing
Santa´s Hotels,Finland,Rovaniemi,96500,https://navigate.itb.com/company/Santa´s-Hotels--1035785,no name,
Santa Claus Holiday Village,Finland,Rovaniemi,96930,https://navigate.itb.com/company/Santa-Claus-Holiday-Village--1206273,Juhani Ikonen,Hotel Manager
Santhiya Koh Yao Yai Resort & Spa,Thailand,Phang Nga,83000,https://navigate.itb.com/company/Santhiya-Koh-Yao-Yai-Resort-Spa--1206336,Konlachai Sukomol,Deputy Managing Director
Santhiya Resorts and Spas,Thailand,Suratthani,84280,https://navigate.itb.com/company/Santhiya-Resorts-and-Spas--1215978,Charlee Keardkumsap,Group Director of Sales
Santika Indonesia Hotels & Resort,Indonesia,Jakarta,12160,https://navigate.itb.com/company/Santika-Indonesia-Hotels-Resort--1035793,Sudarsana Sudarsana,"Corporate General Manager Bussdev, Sales & Marcomm"
Santikos Collection,Greece,Athens,151 24,https://navigate.itb.com/company/Santikos-Collection--1035795,Konstantinos Santikos,Managing Director
SANTRIAN RESORTS & VILLA,Indonesia,BALI,80228,https://navigate.itb.com/company/SANTRIAN-RESORTS-VILLA--1035802,NI WAYAN YUMERI,CORP. DIRECTOR OF SALES & MARKETING
SAPA JADE HILL HOSPITALITY MANAGEMENT JSC,Vietnam,Lao Cai,840000,https://navigate.itb.com/company/SAPA-JADE-HILL-HOSPITALITY-MANAGEMENT-JSC--1206042,Trung Tran Dinh,Director of Sales & Marketing
Sarana Hotel & Spa - The Victoria Collection,Réunion,Salazie,97433,https://navigate.itb.com/company/Sarana-Hotel-Spa---The-Victoria-Collection--1209211,Mathilde Parassouramin,Revenue Manager
Sarawak Tourism Board,Malaysia,Kuching,93000,https://navigate.itb.com/company/Sarawak-Tourism-Board--1035832,Gustino Basuan,Senior Manager Marketing (Europe & Oceania)
Sarova Hotels Limited,Kenya,Nairobi,00200,https://navigate.itb.com/company/Sarova-Hotels-Limited--1035877,Selina Dima,Leisure Sales Manager
Sava Hotels & Resorts,Slovenia,Ljubljana,1000,https://navigate.itb.com/company/Sava-Hotels-Resorts--1035962,Petra Grabar,Senior Sales Manager
Savoy Group Sharm El Sheikh,Egypt,Sharm Elsheikh,P.O Box 169,https://navigate.itb.com/company/Savoy-Group-Sharm-El-Sheikh--1035977,Safi Salem,Commercial Director Savoy Group Sharm El Sheikh
Savoy Signature Hotels,Portugal,Funchal,9004-542,https://navigate.itb.com/company/Savoy-Signature-Hotels--1035980,Graça Guimarães,
SAYAMA Travel,Thailand,Chonburi,20150,https://navigate.itb.com/company/SAYAMA-Travel--1035994,KATERYNA PACHKOVSKA,Marketing manager
Scandic Hotels,Sweden,Stockholm,113 46,https://navigate.itb.com/company/Scandic-Hotels--1206051,Trond Hauge,"Sales Director, International Leisure Sales"
Sea Beach Aqua Park Resort,Egypt,Sharm El Sheikh,7654,https://navigate.itb.com/company/Sea-Beach-Aqua-Park-Resort--1036340,Mohamed Anwar,Director of sales & Marketing
Sea Cliff Resort & Spa Zanzibar,Tanzania,Zanzibar,0,https://navigate.itb.com/company/Sea-Cliff-Resort-Spa-Zanzibar--1036343,JOELLE MACKARY,GM
SEALIFE GROUP HOTELS,Türkiye,ANTALYA,07230,https://navigate.itb.com/company/SEALIFE-GROUP-HOTELS--1217171,Mutlu COSKUN,
Sea Resorts Hotels,Mauritius,The Vale Grand Baie,0,https://navigate.itb.com/company/Sea-Resorts-Hotels--1206684,Haroun Rajubally,
SEA TRAVEL SOCIETA' DI GESTIONE TURISTICHE,Italy,SASSARI,07100,https://navigate.itb.com/company/SEA-TRAVEL-SOCIETA'-DI-GESTIONE-TURISTICHE--1216596,FRANCESCO BALLARIO,TITOLARE
Secluded Africa,Austria,Vienna,1120,https://navigate.itb.com/company/Secluded-Africa--1215808,Verena Kosnar,Business Development
Segara Village Hotel,Indonesia,Denpasar,80030,https://navigate.itb.com/company/Segara-Village-Hotel--1036474,Ida Bagus Kharisma Wijaya,General Manager
"Seibu Prince Hotels & Resorts, Tokyo",Japan,"Tokyo, Toshimaku, Minamiikebukuro",171-0022,https://navigate.itb.com/company/Seibu-Prince-Hotels-Resorts-Tokyo--1206372,Sae Katakura,
SENATOR HOTELS & RESORTS,Spain,ROQUETAS DE MAR,04740,https://navigate.itb.com/company/SENATOR-HOTELS-RESORTS--1036558,ANTONIO PORTILLA JIMENEZ,Sales Director
Sen Hoang Gia Limited Company,Vietnam,Quang Ninh Province,200000,https://navigate.itb.com/company/Sen-Hoang-Gia-Limited-Company--1215336,Huyen Phan Thi Thanh,DOSM
Sentido Akassia Beach,Egypt,Red Sea,84511,https://navigate.itb.com/company/Sentido-Akassia-Beach--1036600,Wissam Jindy,Vice president & Director of sales & marketing
SERCOTEL,Spain,Barcelona,08036,https://navigate.itb.com/company/SERCOTEL--1205983,Paula Fernández Merino,Regional Sales Manager North & Commercial Planning
Serena Hotels,Kenya,Nairobi,00100,https://navigate.itb.com/company/Serena-Hotels--1036648,James Manyeki,Marketing Manager
Serenity Hospitality Group,Egypt,Hurghada,84651,https://navigate.itb.com/company/Serenity-Hospitality-Group--1206869,Rehame ElHenawy,Group Commercial Director
Serry Beach Resort,Egypt,Hurghada,84511,https://navigate.itb.com/company/Serry-Beach-Resort--1217161,Haitham Hamdy,Director of Sales & Marketing
SET TRAVEL,Spain,Pineda de Mar,08397,https://navigate.itb.com/company/SET-TRAVEL--1204724,FRANK BENDER,Sales Manager
Severin Sea Lodge E.A Ltd,Kenya,Mombasa,80100,https://navigate.itb.com/company/Severin-Sea-Lodge-E-A-Ltd--1215980,Astrid Cantauw,Sales and Marketing Manager
SHAMS HOTELS & RESORTS,Egypt,Cairo,11341,https://navigate.itb.com/company/SHAMS-HOTELS-RESORTS--1036781,Alaaeldin Shalash,Area director of sales & marketing
Shamwari Private Game Reserve,South Africa,Paterson,6130,https://navigate.itb.com/company/Shamwari-Private-Game-Reserve--1036783,Shelley Van Rensburg,Marketing Manager
Shangri-La Bangkok,Thailand,Bangkok,10500,https://navigate.itb.com/company/Shangri-La-Bangkok--1036832,Varaporn Chaihanchanchai,Senior Sales Manager - Leisure
Shangri-La Le Touessrok,Mauritius,Trou d'eau Douce,0,https://navigate.itb.com/company/Shangri-La-Le-Touessrok--1036837,Bernard Ramen,
"SHANGRI-LA RASA SAYANG & SHANGRI-LA GOLDEN SANDS, PENANG",Malaysia,Penang,11100,https://navigate.itb.com/company/SHANGRI-LA-RASA-SAYANG-SHANGRI-LA-GOLDEN-SANDS-PENANG--1217000,Gan Chen Cheak,
Shanti Maurice Resort & Spa,Mauritius,St. Felix,0,https://navigate.itb.com/company/Shanti-Maurice-Resort-Spa--1036843,Brice Pean,
Sharjah National Hotels,United Arab Emirates,Sharjah,5802,https://navigate.itb.com/company/Sharjah-National-Hotels--1036866,Marwa Kamal,Group Director of Sales
"ShellSea Villa Co., Ltd.",Thailand,Krabi,81000,https://navigate.itb.com/company/ShellSea-Villa-Co-Ltd--1040425,Nontawat Manop,Complex Director of Sales & Marketing
Sheraton Jumeirah Beach Resort,United Arab Emirates,Dubai,53567,https://navigate.itb.com/company/Sheraton-Jumeirah-Beach-Resort--1206445,Mohamed Afifi,Director of Sales
Sheraton Maldives Full Moon Resort & Spa,Maldives,Male',0000,https://navigate.itb.com/company/Sheraton-Maldives-Full-Moon-Resort-Spa--1215946,Suzaine Spencer,Director of Sales
"Sheraton Mall of the Emirates Hotel, Dubai",United Arab Emirates,Dubai,"PO Box 450309,",https://navigate.itb.com/company/Sheraton-Mall-of-the-Emirates-Hotel-Dubai--1126245,Suhasini sunder,Cluster Assistant Director of Sales
Sheraton Rhodes Resort / Azora FCR Rhodes SA,Greece,Ixia,85101,https://navigate.itb.com/company/Sheraton-Rhodes-Resort-/-Azora-FCR-Rhodes-SA--1037008,Margarita Boniati,Director of Sales
Sheraton Senggigi Beach Resort,Indonesia,Lombok Barat,83355,https://navigate.itb.com/company/Sheraton-Senggigi-Beach-Resort--1037011,Monika Eviandari,Director of Sales & Marketing
Sheraton Sharjah Beach Resort & Spa,United Arab Emirates,Sharjah,PO Box 79797,https://navigate.itb.com/company/Sheraton-Sharjah-Beach-Resort-Spa--1037012,Irem Celenk,Director of Sales and Marketing
Sheraton Sopot Hotel,Poland,Sopot,81-718,https://navigate.itb.com/company/Sheraton-Sopot-Hotel--1037014,Katarzyna Damer,Corporate Sales Manager
Sherwood & Greenwood Hotels,Türkiye,Aksu/Antalya,07112,https://navigate.itb.com/company/Sherwood-Greenwood-Hotels--1037016,Başak Öngören,Sales&Marketing Representative
"Shiba Park Hotel Co., Ltd.",Japan,Tokyo,1050011,https://navigate.itb.com/company/Shiba-Park-Hotel-Co-Ltd--1037018,Emi Sotome,PR
SHIV VILAS RESORTS PVT LTD,India,JAIPUR,303101,https://navigate.itb.com/company/SHIV-VILAS-RESORTS-PVT-LTD--1037042,RAHUL KAUSHAL,Associate Director of Sales & Marketing
Siddhalepa Ayurveda and Anarva,Sri Lanka,Ratmalana,10370,https://navigate.itb.com/company/Siddhalepa-Ayurveda-and-Anarva--1037141,Ushan Edirisinghe,Senior Marketing Manager
Side Crown Hotels,Türkiye,ANTALYA,07620,https://navigate.itb.com/company/Side-Crown-Hotels--1037144,BENNUR CELEBI,
Side Royal Hotels,Türkiye,Manavgat / Antalya,07600,https://navigate.itb.com/company/Side-Royal-Hotels--1206146,aydogan cetin,general manager
SIDE STAR HOTELS,Türkiye,ANTALYA,07330,https://navigate.itb.com/company/SIDE-STAR-HOTELS--1208481,ONDER CAVDAR,
SİDE SUN HOTELS,Türkiye,ANTALYA,07600,https://navigate.itb.com/company/SİDE-SUN-HOTELS--1216670,BINAY AKSOY,
Silavadee Resort Koh Samui,Thailand,Koh Samui,84310,https://navigate.itb.com/company/Silavadee-Resort-Koh-Samui--1037219,Rommayaporn Moleekul,Director of Sales & Marketing
Silk Path Hotels & Resorts Management Service Company Limited,Vietnam,Hanoi,100000,https://navigate.itb.com/company/Silk-Path-Hotels-Resorts-Management-Service-Company-Limited--1206436,Thuy Nguyen,Chief Business Officer
SILOU LTD,Tanzania,Matemwe,0000,https://navigate.itb.com/company/SILOU-LTD--1216082,Silvana Poulsen,Co-founder
Silver Birch Resort,Finland,Rovaniemi,96200,https://navigate.itb.com/company/Silver-Birch-Resort--1215599,Theodore Turner,
Silvermine Beach Resort,Hong Kong SAR China,"Mui Wo, Lantau Island",000000,https://navigate.itb.com/company/Silvermine-Beach-Resort--1037262,Sandy Lau,Sales & Marketing Manager
Sindhorn Kempinski Hotel Bangkok,Thailand,Bangkok,10330,https://navigate.itb.com/company/Sindhorn-Kempinski-Hotel-Bangkok--1037325,Amonrat Ajsamart,Assistant Director of Sales
Sirru Fen Fushi,Maldives,Male',0000,https://navigate.itb.com/company/Sirru-Fen-Fushi--1215962,Raphaela Reutterer,Director of Sales
Siviti Timbavati Plains (Pty) Ltd.,South Africa,Cape Town,8001,https://navigate.itb.com/company/Siviti-Timbavati-Plains-Pty-Ltd--1206177,Heike Gernholtz,Marketing
SK HOSPITALITY,Greece,Thessaloniki,57001,https://navigate.itb.com/company/SK-HOSPITALITY--1207215,CELINE SPATARO,SALES DIRECTOR
SKIATHOS PALACE - ALKYON HOTEL,Greece,Skiathos,37002,https://navigate.itb.com/company/SKIATHOS-PALACE---ALKYON-HOTEL--1037437,Petros Dervenis,Managing Director
SO/ Bangkok,Thailand,Bangkok,10500,https://navigate.itb.com/company/SO/-Bangkok--1215832,Pichaya Hannarong,Director of Business Development
SO/ Maldives,Maldives,Male',0000,https://navigate.itb.com/company/SO/-Maldives--1215892,Kapil Mathur,DOSM
SO City Hotel,Malta,St. Julians,STJ 3200,https://navigate.itb.com/company/SO-City-Hotel--1216384,Alexander Falzon,General Manager
Sofitel Bahrain Zallaq Thalassa Sea & Spa,Bahrain,ZALLAQ,0,https://navigate.itb.com/company/Sofitel-Bahrain-Zallaq-Thalassa-Sea-Spa--1208534,KHALID HASSAN,DIRECTOR OF SALES
Sofitel Cairo Nile El Gezirah Hotel,Egypt,Cairo,11518,https://navigate.itb.com/company/Sofitel-Cairo-Nile-El-Gezirah-Hotel--1037807,Mohamed Fawzy,
Sofitel Dubai Downtown,United Arab Emirates,Dubai,00000,https://navigate.itb.com/company/Sofitel-Dubai-Downtown--1037809,Andjela Ivanovic,Sales Manager - Leisure
Sofitel Dubai Jumeirah Beach,United Arab Emirates,Dubai,473828,https://navigate.itb.com/company/Sofitel-Dubai-Jumeirah-Beach--1037810,Albert Meow,Director of Sales & Marketing
Sofitel Dubai The Obelisk (Br of Wafi Hotels LLC ),United Arab Emirates,Dubai,0,https://navigate.itb.com/company/Sofitel-Dubai-The-Obelisk-Br-of-Wafi-Hotels-LLC---1216219,Mohamed Ashour,Director of Sales
SOFITEL KIA ORA MOOREA BEACH RESORT,French Polynesia,MAHAREPA MOOREA,98728,https://navigate.itb.com/company/SOFITEL-KIA-ORA-MOOREA-BEACH-RESORT--1215844,Heikura Vaxelaire,DIRECTOR OF SALES MARKETING AND DISTRIBUTION
Sofitel Kia Ora Moorea Beach Resort & Hotel Kia Ora Resort & Spa Rangiroa,French Polynesia,Moorea,98728,https://navigate.itb.com/company/Sofitel-Kia-Ora-Moorea-Beach-Resort-Hotel-Kia-Ora-Resort-Spa-Rangiroa--1206764,Erwan LY,Global Sales Representative Europe
Sofitel Krabi Phokeethra Golf & Spa Resort,Thailand,Krabi,81180,https://navigate.itb.com/company/Sofitel-Krabi-Phokeethra-Golf-Spa-Resort--1037816,Walaiporn Buapakham,Director of Sales
Sofitel Mauritius Imperial Resort & Spa/So Mauritius,Mauritius,Flic en Flac,0,https://navigate.itb.com/company/Sofitel-Mauritius-Imperial-Resort-Spa/So-Mauritius--1037817,Ludmila Keetarut,
"Sokos Hotels Oulu, Rovaniemi & Levi",Finland,Oulu,90400,https://navigate.itb.com/company/Sokos-Hotels-Oulu-Rovaniemi-Levi--1215607,Henriikka Riipi,
SOL by Meliã Phu Quoc,Vietnam,Phu Quoc,922200,https://navigate.itb.com/company/SOL-by-Meliã-Phu-Quoc--1037863,Thi Ngoc Minh Tran,Director of Sales and Marketing
Sonesta St. George Hotel Luxor & Luxury Nile Cruises,Egypt,Cairo,13116,https://navigate.itb.com/company/Sonesta-St--George-Hotel-Luxor-Luxury-Nile-Cruises--1037964,Tarek Ibrahim,DIRECTOR OF SALES & MARKETING
"Sopa Lodge, Kenya / Tanzania",Kenya,Nairobi,00200,https://navigate.itb.com/company/Sopa-Lodge-Kenya-/-Tanzania--1215318,Rosemary Muthoni Kuria,Director of Sales
SOUTHERN PALMS BEACH RESORT LTD,Kenya,MOMBASA,363-80400,https://navigate.itb.com/company/SOUTHERN-PALMS-BEACH-RESORT-LTD--1208153,SALEEM JAMAL,CHAIRMAN
Southern Sun,South Africa,Johannesburg,2021,https://navigate.itb.com/company/Southern-Sun--1216927,Carmen Cipriani,Sales Manager
"Spirit Hotel Thermal Spa ****superior, Sárvár / Spirit Hotel Kft.",Hungary,Sárvár,9600,https://navigate.itb.com/company/Spirit-Hotel-Thermal-Spa-****superior-Sárvár-/-Spirit-Hotel-Kft--1038216,Judit Barton,Director of Sales
Splash Beach Resort,Thailand,Phuket,83110,https://navigate.itb.com/company/Splash-Beach-Resort--1204711,Chatuporn Srisoi,Assistant Director of Sales & Marketing
SPM HOTELS,French Polynesia,Papeete,98713,https://navigate.itb.com/company/SPM-HOTELS--1215038,Maurizio MAGGI,Senior Consultant Hospitality
ST. GEORGE BEACH & SPA HOTEL,Cyprus,PAPHOS,8063,https://navigate.itb.com/company/ST--GEORGE-BEACH-SPA-HOTEL--1216125,MICHALIS TSANGARIS,SALES & MARKETING MANAGER
St. Martins Therme & Lodge/Therme Seewinkel Betriebsgesellschaft m.b.H.,Austria,Frauenkirchen,7132,https://navigate.itb.com/company/St--Martins-Therme-Lodge/Therme-Seewinkel-Betriebsgesellschaft-m-b-H--1214719,Thomas Vlk,Sales Manager
ST. RAPHAEL HOTEL,Cyprus,LIMASSOL,3308,https://navigate.itb.com/company/ST--RAPHAEL-HOTEL--1207338,PRODROMOS CHAMBOULIDES,SALES & MARKETING MANAGER
Sales & Marketing Manager,Cyprus,Limassol,4533,https://navigate.itb.com/company/Sales-Marketing-Manager--1149459,Omiros Omirou,Business Development Manager
Stanford Hotels,Hong Kong SAR China,Kowloon,0,https://navigate.itb.com/company/Stanford-Hotels--1216662,Yvonne Hsu,Director of Sales and Marketing
StayUpon Hospitality Group,Portugal,Lisboa,1250-140,https://navigate.itb.com/company/StayUpon-Hospitality-Group--1038573,Heinrich Tontur,
Steigenberger Nile Palace Hotel and Convention Center,Egypt,Luxor,85111,https://navigate.itb.com/company/Steigenberger-Nile-Palace-Hotel-and-Convention-Center--1216490,Omar Youssef,Hotel Manager
STELLA BEACH SA,Greece,Heraklion,70014,https://navigate.itb.com/company/STELLA-BEACH-SA--1207028,Vicky Maltabe,Executive Director
Stella Di Mare Hotels & Resorts,Egypt,Cairo,1354,https://navigate.itb.com/company/Stella-Di-Mare-Hotels-Resorts--1038633,Bassem Maurice,Regional Commercial Director – Egypt & UAE
Stone Group,Türkiye,Antalya,07200,https://navigate.itb.com/company/Stone-Group--1207548,Uğur Ecel,Director of Sales & Marketing
STORY Seychelles & Fisherman's Cove,Seychelles,Beau Vallon Beach,1626,https://navigate.itb.com/company/STORY-Seychelles-Fisherman's-Cove--1038752,Nives Deininger,
Strand Palace Hotel London,United Kingdom,London,WC2R 0JJ,https://navigate.itb.com/company/Strand-Palace-Hotel-London--1215774,Pavan Soni,Cluster Commercial Director
Strawberry,Sweden,Stockholm,169 56,https://navigate.itb.com/company/Strawberry--1216189,Carl Clazon,Strategic Distribution Manager • International Leisure Sales
Strawberry Finland,Finland,Helsinki,00130,https://navigate.itb.com/company/Strawberry-Finland--1205436,Anton Martikainen,
STRAWBERRY PARK RESORT,Malaysia,Tana Rata,39000,https://navigate.itb.com/company/STRAWBERRY-PARK-RESORT--1038792,Hon Ai Wee,Director of Sales
Sts. Constantine and Helena Resort,Bulgaria,"Varna, Sts. Constantine and Helena Resort",9006,https://navigate.itb.com/company/Sts--Constantine-and-Helena-Resort--1038825,Kristina Krasteva,PR & Events manager
Sudamala Resorts,Indonesia,Denpasar,80227,https://navigate.itb.com/company/Sudamala-Resorts--1205136,I Wayan Suwastana,Commercial Director
Sunbird Hotels & Resorts,Malawi,Blantyre,0000,https://navigate.itb.com/company/Sunbird-Hotels-Resorts--1038980,Temwa Kanjadza,"Head Of Sales, Marketing & Distribution"
Sunborn Hotels & Restaurants,Finland,Turku,20100,https://navigate.itb.com/company/Sunborn-Hotels-Restaurants--1038982,Marianne Hildén,
Sunday Morning Collection (by Experience Pyhä),Finland,Pyhätunturi,98530,https://navigate.itb.com/company/Sunday-Morning-Collection-by-Experience-Pyhä--1215619,Outi Huovinen,
Sun Destinations,South Africa,Cape Town,7945,https://navigate.itb.com/company/Sun-Destinations--1038957,Mallory Kuyk-Michaels,Head of Operations
Sunis Hotels,Türkiye,Antalya,07050,https://navigate.itb.com/company/Sunis-Hotels--1039009,Ali Kaygısız,Sales & Marketing Director
Sunlife Hotel Management Ltd.,Mauritius,Ebene,0,https://navigate.itb.com/company/Sunlife-Hotel-Management-Ltd--1206675,Michaela Fuhrmann,
Sunny Days Hotels & Resorts,Egypt,Hurghada,3795,https://navigate.itb.com/company/Sunny-Days-Hotels-Resorts--1039015,Ahmed Emam,Director of Sales And Marketing
SUNRISE HOTELS,Cyprus,AMMOCHOSTOS,5296,https://navigate.itb.com/company/SUNRISE-HOTELS--1039025,Yiota Kyprianou,Administration Officer
SUNRISE Resorts & Cruises,Egypt,Giza,21335,https://navigate.itb.com/company/SUNRISE-Resorts-Cruises--1039029,Ranya Ibrahim,Personal assistant
Sunrose 7 & Bohinj Eco Hotel,Slovenia,Bohinjska  Bistrica,4264,https://navigate.itb.com/company/Sunrose-7-Bohinj-Eco-Hotel--1005630,Jana Pekovec,Sales manager
Sun Siyam Resorts,Maldives,Male',0000,https://navigate.itb.com/company/Sun-Siyam-Resorts--1038969,Athina Esteban,Business Development Office Manager
Supreme Hotel,Albania,Kavaje,2504,https://navigate.itb.com/company/Supreme-Hotel--1208648,Jurgen Arapi,Sales Manager
Susesi Luxury Resort,Türkiye,antalya,07450,https://navigate.itb.com/company/Susesi-Luxury-Resort--1039112,onur goktekin,sales manager
Suskwe Resort Centre,Zimbabwe,Mutoko,N/A,https://navigate.itb.com/company/Suskwe-Resort-Centre--1216939,Wilbert Nyamakope,General Manager
Sutera Sanctuary Lodges,Malaysia,Kota Kinabalu,88100,https://navigate.itb.com/company/Sutera-Sanctuary-Lodges--1215764,Amy Yong Li Hui,
SWANDOR HOTELS & RESORTS,Türkiye,ANTALYA,07000,https://navigate.itb.com/company/SWANDOR-HOTELS-RESORTS--1039166,TUGBA KULA,UK & Eastern Europe Market Manager
Swiss Diamond Hotel sh.p.k,Kosovo,Prishtina,10000,https://navigate.itb.com/company/Swiss-Diamond-Hotel-sh-p-k--1216529,Fitore Pacolli,Menager
SWISS GARDEN HOTEL BUKIT BINTANG,Malaysia,Kuala Lumpur,55100,https://navigate.itb.com/company/SWISS-GARDEN-HOTEL-BUKIT-BINTANG--1207134,Leong Yee Wun,
Swiss inn Dahab Resort,Egypt,Dahab,+202,https://navigate.itb.com/company/Swiss-inn-Dahab-Resort--1216498,Waleed Waly,Director Of Sales
"Swissotel The Bosphorus, Istanbul",Türkiye,Istanbul,34357,https://navigate.itb.com/company/Swissotel-The-Bosphorus-Istanbul--1039231,TUGCE UGRASAN,
SWOT HOSPITALITY,Greece,Athens,10673,https://navigate.itb.com/company/SWOT-HOSPITALITY--1216537,AIKATERINI MAMIDAKI,Director
SWOT HOSPITALITY S.A,Greece,Athens,10673,https://navigate.itb.com/company/SWOT-HOSPITALITY-S-A--1216576,AIKATERINI MAMIDAKI,Director
"Taba Heights, South Sinai",Egypt,Cairo,11221,https://navigate.itb.com/company/Taba-Heights-South-Sinai--1039351,Hania Teima,
Tahko Spa Oy,Finland,Tahkovuori,73310,https://navigate.itb.com/company/Tahko-Spa-Oy--1215622,Saga iinatti,
"Taj Exotica Resort & Spa, The Palm, Dubai",United Arab Emirates,Dubai,566737,https://navigate.itb.com/company/Taj-Exotica-Resort-Spa-The-Palm-Dubai--1216232,Saad Zahid,Director of Sales
Taleni Africa Tourism Collection,Namibia,Windhoek,10017,https://navigate.itb.com/company/Taleni-Africa-Tourism-Collection--1213855,Christelle Du Toit-Oosthuizen,Director
Tanganyika Wilderness Camps,Tanzania,Arusha,0000,https://navigate.itb.com/company/Tanganyika-Wilderness-Camps--1039481,Nuria Panizo,Sales Director
Tangerine Beach Hotels PLC,Sri Lanka,Colombo 03,00300,https://navigate.itb.com/company/Tangerine-Beach-Hotels-PLC--1039483,Nadeem Lebbe,"Head of contracts , Marketing and E- Commerce"
Tara Hotel,Montenegro,Budva,85310,https://navigate.itb.com/company/Tara-Hotel--1216519,Natasa Djukanovic,Sales Manager
Tashereef,Egypt,Cairo,11522,https://navigate.itb.com/company/Tashereef--1208717,Medhat Zaki,Marketing Director
Technik Museen Sinsheim Speyer,Germany,Sinsheim,74889,https://navigate.itb.com/company/Technik-Museen-Sinsheim-Speyer--1167482,Christina Lotz,Sales Manager
TE MOANA TAHITI RESORT,French Polynesia,PUNAAUIA - ISLAND OF TAHITI,98703,https://navigate.itb.com/company/TE-MOANA-TAHITI-RESORT--1206763,Vincent Guérin,Account Director
Temple Tiger Group of Companies,Nepal,Kathmandu,3968,https://navigate.itb.com/company/Temple-Tiger-Group-of-Companies--1127484,Rita J Pradhan,CEO
Temple Tree (Pvt) Ltd,Sri Lanka,Induruwa,80510,https://navigate.itb.com/company/Temple-Tree-Pvt-Ltd--1215733,H.L.D Roshan,Director Sales & Marketing
Terme Čatež d.d.,Slovenia,Brezice,8250,https://navigate.itb.com/company/Terme-Čatež-d-d--1039913,Roman Cvetkovic,Sales Manager - foreign markets
Terme Krka,Slovenia,Novo mesto,8000,https://navigate.itb.com/company/Terme-Krka--1039915,Natasa Mihajlovic Grubisa,Head of Sales and Marketing
Terme Vivat Moravske Toplice,Slovenia,Moravske Toplice,9226,https://navigate.itb.com/company/Terme-Vivat-Moravske-Toplice--1039918,Mateja Gibicar Aksoy,Marketing
Terme Zreče & Wander Resort Rogla,Slovenia,Zrece,3214,https://navigate.itb.com/company/Terme-Zreče-Wander-Resort-Rogla--1039920,Polonca Zorko,Verkaufsberaterin
THANOS HOTELS & RESORTS,Cyprus,PAPHOS,CY 66006,https://navigate.itb.com/company/THANOS-HOTELS-RESORTS--1206377,Stephanie Christodoulidou,Sales Manager Leisure
THB Hotels,Spain,Ca'n Picafort,07458,https://navigate.itb.com/company/THB-Hotels--1040090,Juan Carlos Miralles,
The Albatroz Hotel,Portugal,Cascais,2750-353,https://navigate.itb.com/company/The-Albatroz-Hotel--1040098,Carolina Harterink,
The Apurva Kempinski Bali,Indonesia,Kuta Selatan,80361,https://navigate.itb.com/company/The-Apurva-Kempinski-Bali--1040104,Wayan Widhiarsa,Director of Sales
The Bayete Collection,Zimbabwe,Victoria falls,0000,https://navigate.itb.com/company/The-Bayete-Collection--1040116,Lauren Johnson,Marketing
The Beautique Hotels,Portugal,Lisboa,1100-241,https://navigate.itb.com/company/The-Beautique-Hotels--1040117,João Tavares,
The Begin Hotels,Italy,Rome,00165,https://navigate.itb.com/company/The-Begin-Hotels--1217134,Corinne Savarese,Corporate Sales Executive
The Bellevue Hotels and Resorts,Philippines,Bohol,6340,https://navigate.itb.com/company/The-Bellevue-Hotels-and-Resorts--1216354,June Kelly Chan,Group Director of Busineas Development
the b hotels (Ishin Hotels Group),Japan,"Chuo-ku, Tokyo",104-0061,https://navigate.itb.com/company/the-b-hotels-Ishin-Hotels-Group--1022083,Satoru Mochida,Director of sales and reservations
THE BOHOCLUB SL,Spain,Marbella,29602,https://navigate.itb.com/company/THE-BOHOCLUB-SL--1216903,Eva Lozano Cervan,Senior Sales Manager
The Capitol Kempinski Hotel Singapore,Singapore,Singapore,178906,https://navigate.itb.com/company/The-Capitol-Kempinski-Hotel-Singapore--1040136,Adeline Loh,
The Cocoon Collection,Maldives,Male,20026,https://navigate.itb.com/company/The-Cocoon-Collection--1040153,Thoha Ali,Director of Sales & Marketing
The Coral Executive Lounge Thailand,Thailand,Phuket,83110,https://navigate.itb.com/company/The-Coral-Executive-Lounge-Thailand--1215626,NAPASSANAN SUPSOONTHORNKUL,Assistant to Managing Director
The First Group Hospitality,United Arab Emirates,Dubai,215373,https://navigate.itb.com/company/The-First-Group-Hospitality--1040191,Desy Darmawan,Sales Manager
The Fortress Resort and Spa,Sri Lanka,Galle,80630,https://navigate.itb.com/company/The-Fortress-Resort-and-Spa--1214464,R.M. Chinthana K. Bandara,General Manager
The Funny Lion,Philippines,Taguig,1635,https://navigate.itb.com/company/The-Funny-Lion--1040202,Katalene Ross Agmata,Chief of Strategy
The Haadtien Beach Resort,Thailand,Bangkok,10110,https://navigate.itb.com/company/The-Haadtien-Beach-Resort--1206572,Pornrawin Runkerd,Director of Sales
